Dibyendu,Utkarsh,CRNone,Rahul,Kunal,Harsha,SportsNone,Sivaprasad,Shudhatma,Nirish,Akhil,SocialNone,Rawal,Devanshu,Rathi,Yadav,Priyanshu,AlumniNone
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
